# LinearA, AngularV, Angle
-0.003500,0.106200,0.000206
-0.002400,0.048000,0.000123
-0.002100,0.039600,0.000264
-0.006200,0.107700,0.001346
-0.000500,0.008800,0.000044
-0.003600,0.049000,0.000087
-0.003700,0.049000,0.000576
0.005400,0.008400,0.000105
0.003400,-0.048200,-0.000055
0.003100,-0.055000,-0.000115
0.000200,-0.004900,-0.000011
0.000600,-0.012600,-0.000050
0.001000,-0.020700,-0.000244
0.001000,-0.020700,-0.000517
0.000600,-0.012300,-0.000033
0.000600,-0.012300,-0.000307
0.001500,-0.032700,-0.000045
0.001900,-0.040600,-0.000325
-0.976000,-0.033900,-0.000484
0.001700,-0.040000,-0.000242
0.001300,-0.031500,-0.000252
0.002200,-0.071600,-0.000260
0.000600,-0.021500,-0.000058
0.000400,-0.016000,-0.000053
0.000500,-0.024000,-0.000141
0.000300,-0.015600,-0.000130
0.000400,-0.030900,-0.000047
0.000200,-0.014200,-0.000105
-0.000100,-0.005700,-0.000046
0.000000,-0.005400,-0.000025
0.000100,-0.013400,-0.000107
0.000000,-0.005000,-0.000056
0.000000,-0.005000,-0.000125
0.000100,-0.012400,-0.000028
-0.000900,0.077100,0.000237
-0.001000,0.068500,0.000761
-0.001400,0.067700,0.000423
-0.001600,0.067900,0.000849
-0.001900,0.067900,0.000566
-0.000300,0.010000,0.000061
0.000100,-0.005800,-0.000025
0.000100,-0.005800,-0.000073
-0.000800,0.019700,0.000035
-0.002500,0.060500,0.000756
-0.938600,0.060300,0.000241
-0.002300,0.048900,0.000699
0.318400,0.052400,0.001497
-0.000800,0.015800,0.000117
0.879400,-0.016600,-0.000107
-0.000000,0.000100,0.000001
0.005800,-0.122500,-0.000557
0.002700,-0.072400,-0.000296
-0.574600,-0.320100,-0.000442
0.536000,-0.484500,-0.006056
-0.018200,-0.674600,-0.008432
-0.066500,-0.260600,-0.000205
-0.054600,-0.209400,-0.000855
-0.077200,-0.119000,-0.001487
0.047600,-0.079400,-0.000234
0.003400,0.013000,0.000046
0.032400,-0.016300,-0.000072
0.012000,0.251300,0.000465
0.065000,0.252900,0.007226
0.033400,0.134500,0.000456
0.034300,0.134500,0.003843
0.002700,0.181500,0.000576
0.185000,0.223200,0.005580
0.049700,0.206400,0.001214
0.073500,0.204700,0.001279
0.041900,0.187000,0.000984
0.041600,0.187000,0.005343
0.052400,0.243500,0.002117
0.051600,0.243500,0.005411
0.051000,0.243500,0.006957
0.013900,0.244800,0.000550
0.012000,0.275500,0.001378
0.036500,0.269400,0.001456
0.006800,0.269000,0.000309
0.539800,0.247400,0.000450
-0.018100,0.295700,0.003479
-0.034700,0.292200,0.000635
-0.037500,0.266600,0.001523
-0.042200,0.290300,0.007258
-0.004300,0.248200,0.006205
-0.047700,0.288400,0.001989
-0.048800,0.244600,0.000719
-0.057600,0.257600,0.000736
-0.058300,0.257600,0.005724
-0.064300,0.281300,0.008037
-0.058900,0.246900,0.001235
-0.046300,0.196100,0.000872
-0.047300,0.187300,0.000986
-0.062000,0.243900,0.002869
-0.060200,0.227400,0.002675
-0.239700,0.113000,0.003229
-0.050800,0.218500,0.004856
-0.056900,0.221200,0.002765
0.029800,0.236000,0.000983
-0.113700,0.226900,0.005672
-0.055900,0.223700,0.000520
-0.055200,0.236700,0.000584
-0.047000,0.225900,0.000941
-0.046400,0.225900,0.006454
-0.056200,0.249600,0.002773
-0.048500,0.240500,0.001850
-0.042000,0.215100,0.005378
-0.040200,0.237300,0.000641
-0.037000,0.228200,0.002853
-0.033900,0.219200,0.004871
-0.029800,0.210200,0.001168
-0.027800,0.201300,0.005033
-0.035900,0.183400,0.001079
-0.017300,0.165700,0.000771
-0.013300,0.148100,0.000705
-0.012500,0.148100,0.001851
-0.011000,0.139300,0.001857
0.003000,0.147100,0.002675
-0.010300,0.147000,0.002100
-0.008600,0.145800,0.000972
-0.007300,0.137000,0.001827
-0.004200,0.159800,0.000470
-0.002000,0.085600,0.001070
-0.001700,0.085600,0.002446
-0.000000,0.059200,0.000118
0.000100,0.026000,0.000133
0.000400,0.050300,0.000387
0.000500,0.033000,0.000093
0.001400,0.039700,0.000058
0.001300,0.031100,0.000097
-0.000000,0.000000,0.000000
0.001200,0.024500,0.000087
0.004800,0.007600,0.000033
0.000800,0.015800,0.000186
0.000800,0.015800,0.000451
-0.001700,-0.040800,-0.000076
0.000700,-0.031700,-0.000109
-0.003300,-0.080300,-0.000282
-0.003000,-0.080300,-0.001004
-0.000800,-0.054800,-0.000107
0.012800,-0.037800,-0.000172
-0.000500,-0.037900,-0.001083
-0.000100,-0.028900,-0.000074
-0.000100,-0.028900,-0.000642
0.000500,-0.052300,-0.000067
0.000600,-0.052300,-0.001308
0.001100,-0.059400,-0.000108
0.000900,-0.042600,-0.000213
0.001100,-0.034300,-0.000221
0.002500,-0.066600,-0.000404
0.003300,-0.074600,-0.000932
0.003200,-0.074500,-0.000876
0.003100,-0.066100,-0.000734
0.004500,-0.090400,-0.001130
0.003500,-0.065500,-0.000873
0.004300,-0.073400,-0.000445
0.004100,-0.056500,-0.000133
0.003700,-0.048100,-0.000301
0.004500,-0.056100,-0.000387
0.004000,-0.047700,-0.000382
0.002700,-0.030900,-0.000155
0.001300,-0.014300,-0.000054
0.001300,-0.014300,-0.000204
0.001400,-0.016500,-0.000046
0.000000,0.000000,0.000000
