# LinearV, AngularV, left, straight, right
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,-0.050000,0.000000,1.000000,0.000000
0.200000,-0.050000,0.000000,1.000000,0.000000
0.200000,-0.050000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.050000,0.000000,1.000000,0.000000
0.200000,-0.050000,0.000000,1.000000,0.000000
0.200000,-0.050000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,0.000000,0.000000,1.000000,0.000000
0.200000,-0.050000,0.000000,1.000000,0.000000
0.200000,-0.050000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.200000,-0.100000,0.000000,1.000000,0.000000
0.205000,-0.100000,0.000000,1.000000,0.000000
0.205000,-0.100000,0.000000,1.000000,0.000000
0.205000,-0.100000,0.000000,1.000000,0.000000
0.210000,-0.100000,0.000000,1.000000,0.000000
0.210000,-0.100000,0.000000,1.000000,0.000000
0.210000,-0.100000,0.000000,1.000000,0.000000
0.210000,-0.100000,0.000000,1.000000,0.000000
0.210000,-0.100000,0.000000,1.000000,0.000000
0.210000,-0.100000,0.000000,1.000000,0.000000
0.210000,-0.100000,0.000000,1.000000,0.000000
0.210000,-0.100000,0.000000,1.000000,0.000000
0.210000,-0.100000,0.000000,1.000000,0.000000
0.210000,-0.100000,0.000000,1.000000,0.000000
0.210000,-0.100000,0.000000,1.000000,0.000000
0.215000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
0.220000,-0.100000,0.000000,1.000000,0.000000
