# LinearA, AngularV
-0.041400,0.162500
-0.027500,0.118800
-0.043900,0.184400
-0.035200,0.150600
-0.040700,0.182100
-0.033000,0.155800
-0.032400,0.155800
-0.030200,0.154600
-0.029900,0.154600
-0.030200,0.162200
-0.031500,0.177300
-0.030000,0.177300
-0.022400,0.135700
0.002700,0.173100
-0.019900,0.134500
-0.018900,0.133500
-0.016900,0.124800
-0.017800,0.132500
-0.017300,0.132500
-0.013300,0.122800
-0.011800,0.114100
-0.011800,0.121800
-0.007800,0.088200
-0.007400,0.088200
-0.006700,0.088200
-0.006700,0.096000
-0.006600,0.096000
-0.000400,0.005500
0.003300,-0.051500
0.001800,-0.026800
0.002400,-0.034800
0.002400,-0.034800
0.001300,-0.018100
0.001200,-0.016100
0.035400,0.016500
0.073500,-0.039400
0.003300,-0.039300
0.003700,-0.047300
0.003900,-0.047300
0.004100,-0.047300
-0.003200,0.042700
-0.003500,0.042900
0.008700,0.050400
-0.000000,-0.000000
-0.001100,0.016100
-0.009700,0.050900
0.000000,-0.000000
0.001400,-0.019700
0.107800,-0.011200
0.839500,-0.002900
0.002500,-0.051400
0.006500,-0.115700
0.019900,-0.235500
-0.033600,-0.399000
0.050300,-0.455000
-0.230100,-0.888500
0.248000,-1.609600
0.017600,-1.813600
0.010100,-1.813600
-0.008000,-1.585400
-0.394100,-1.036700
-0.006700,-0.896800
-0.006500,-0.896800
0.622400,-1.171100
0.058400,-0.509400
-0.152400,-0.000800
-0.800700,-0.048000
-0.822000,-0.052500
-0.875300,-0.048400
0.946400,-0.077700
0.016800,-0.152600
0.067200,-0.160300
-0.071800,-0.213700
0.028500,-0.188500
0.018600,-0.114200
0.039100,-0.229100
0.031800,-0.180000
0.037600,-0.276800
0.044400,-0.210700
0.055300,-0.234800
0.055700,-0.234800
0.070200,-0.291100
0.089100,-0.354300
0.089900,-0.354300
0.105600,-0.368200
0.096900,-0.368100
0.072400,-0.276800
0.082500,-0.316600
0.091900,-0.340100
0.080000,-0.328100
0.079900,-0.328100
0.079900,-0.335100
0.066200,-0.299900
0.079000,-0.265300
0.035600,-0.197900
0.023500,-0.139900
0.013700,-0.089600
0.006600,-0.047000
-0.006500,0.045800
-0.012300,0.083900
-0.012400,0.083900
-0.012900,0.083200
-0.027800,0.164600
-0.035500,0.206100
-0.152500,0.136300
0.312600,0.131900
-0.036800,0.197200
-0.037200,0.197200
-0.039200,0.204800
-0.039700,0.204800
-0.019700,0.190900
-0.051100,0.243700
-0.039500,0.176800
-0.060700,0.256100
-0.049700,-0.015900
-0.045800,0.181700
-0.054400,0.221200
0.087000,0.188200
-0.056000,0.217600
-0.054900,0.257800
-0.058600,0.232800
-0.056500,0.231100
-0.053600,0.229500
-0.050300,0.220500
-0.020800,0.109800
-0.021500,0.109800
-0.004400,0.086900
-0.018600,0.100500
0.005200,-0.028500
0.000500,-0.003800
0.000700,-0.003800
0.011700,-0.063100
0.029200,-0.152800
0.027200,-0.135400
0.064900,-0.264400
0.038800,-0.157100
0.061300,-0.232100
0.049200,-0.197700
0.058100,-0.221500
0.043500,-0.177100
0.049000,-0.193500
0.046000,-0.191200
0.040800,-0.182500
0.042200,-0.182300
0.020400,-0.091500
0.011900,-0.066600
0.011800,-0.066600
0.001600,0.008100
0.000900,-0.008300
0.001900,-0.016400
0.544400,0.030100
-0.462200,0.130600
-0.025500,0.204200
-0.193000,0.239500
-0.071500,0.895200
0.000000,1.354500
-0.012200,1.214400
-0.006100,0.896800
-0.005500,0.896700
-0.003400,0.896700
0.049100,0.000000
-0.001600,0.067500
0.001500,-0.079600
-0.000200,-0.111400
-0.002400,-0.109600
-0.002000,-0.052700
-0.003300,-0.060000
-0.018100,-0.075700
-0.704400,-0.046900
-0.002100,-0.034500
-0.001200,-0.017900
-0.001200,-0.017900
0.002500,0.038900
-0.000900,0.038500
0.004100,0.086600
0.003900,0.151200
0.005800,0.142400
0.001700,0.182800
-0.586300,0.182100
0.590500,0.186400
-0.002300,0.207200
-0.006600,0.213100
-0.007500,0.213100
0.086600,0.154700
0.550600,0.263100
-0.015300,0.188900
-0.019800,0.229200
-0.018400,0.203800
0.803400,0.279000
-0.029600,0.276100
-0.043700,0.263700
-0.039100,0.221800
-0.040000,0.221900
-0.049700,0.261900
-0.066400,0.266200
-0.073000,0.289800
-0.051100,0.211400
-0.071300,0.280400
-0.068000,0.271300
-0.067500,0.269300
-0.048100,0.231100
-0.042100,0.220500
-0.040800,0.220500
-0.035000,0.202600
-0.028500,0.184800
-0.013000,0.108400
-0.002900,0.025800
0.002500,-0.023600
0.000800,-0.007100
0.000000,0.000000
0.008300,-0.073400
0.008400,-0.073400
0.016700,-0.118900
0.032400,-0.208500
0.029500,-0.174300
0.857800,-0.109200
0.046400,-0.247700
0.051600,-0.255000
0.071300,-0.288300
0.475100,-0.316500
-0.019800,-0.339900
0.075600,-0.314200
0.077700,-0.295900
0.105000,-0.146500
0.092500,-0.359100
0.077000,-0.314700
0.076600,-0.321700
-0.409900,-0.214200
-0.315700,-0.303200
0.467900,-0.213600
0.057300,-0.288300
0.058100,-0.289500
-0.557300,-0.170100
0.033800,-0.242500
-0.650700,-0.129400
-0.120000,-0.191500
0.003100,-0.107200
0.005100,-0.060700
0.001500,-0.060800
0.001400,-0.060800
-0.014600,-0.100900
0.001600,-0.197900
0.818700,-0.808700
-0.151500,-0.784700
-0.131900,-0.607700
-0.666700,-0.473100
-0.023100,-0.309300
-0.016500,-0.300000
-0.002800,-0.165200
-0.002100,-0.165200
-0.001400,-0.156300
0.002200,-0.130000
-0.586600,-0.130500
0.002000,-0.058000
0.039800,-0.058100
0.002400,-0.057500
0.003500,-0.065400
0.003600,-0.065400
0.003700,-0.065400
0.006700,-0.098200
0.004200,-0.056900
0.003700,-0.048500
0.013800,-0.021800
-0.019900,-0.104800
-0.438200,0.029100
0.015300,-0.050400
-0.563600,0.029800
0.016300,-0.115200
-0.574700,0.026900
-0.009900,0.141100
-0.571100,0.107200
-0.003100,0.117900
0.654200,0.056500
-0.003800,0.100800
-0.002000,0.110700
-0.004000,0.103500
-0.003800,0.103500
-0.003600,0.111300
-0.001700,0.093700
-0.536100,0.022000
-0.000500,0.058100
-0.837800,-0.820200
-0.816800,-0.818200
-0.764000,-0.838000
0.613000,-1.002400
0.177000,-1.002600
-0.161000,-0.833900
0.209900,-0.786800
0.131700,-0.591300
0.107900,-0.564700
0.061100,-0.522600
-0.001000,-0.320200
0.504900,-0.331100
-0.013800,-0.275900
-0.018100,-0.215300
-0.217000,-0.230300
0.554900,-0.179500
-0.008600,-0.070400
0.009100,0.076500
0.010400,0.100000
0.013600,0.140500
0.015600,0.181000
0.880200,0.089900
0.004000,0.089500
0.002400,0.078000
0.002200,0.078000
0.000200,0.133700
0.000500,-0.010700
0.012200,-0.055200
-0.087700,0.162300
-0.000900,-0.180900
-0.004400,-0.253800
-0.007200,-0.259700
-0.007900,-0.217700
-0.008900,-0.217700
-0.015200,-0.274100
-0.020600,-0.297700
-0.700300,-0.142800
-0.072500,-0.359600
-0.039600,-0.176100
-0.059500,-0.268400
-0.076200,-0.302700
-0.081800,-0.316800
-0.082200,-0.316800
0.012300,-0.248100
-0.195300,-0.187700
-0.016300,-0.096300
-0.013800,-0.055100
-0.015800,-0.063000
-0.005500,-0.021900
-0.019700,-0.079000
0.002800,0.011200
-0.045300,-0.159700
-0.004700,-0.020400
0.029400,0.118400
0.029500,0.118400
0.017200,0.068600
0.017300,0.068600
0.025600,0.101300
0.036000,0.141800
0.034600,0.149500
0.036500,0.142400
0.039000,0.151800
0.051500,0.199500
0.064600,0.263400
0.061400,0.245200
0.043000,0.183200
0.053600,0.228800
0.052700,0.270500
-0.627000,0.229300
0.041500,0.228800
0.049800,0.240300
0.045800,0.240200
0.052400,0.247700
0.028000,0.139500
0.622200,0.185300
-0.014600,0.229100
0.035100,0.210300
0.037300,0.224400
0.025800,0.200400
0.021800,0.191700
0.011900,0.166500
-0.694900,0.109300
0.008700,0.141500
0.011000,0.172900
0.003700,0.137400
0.003500,0.137400
-0.034100,0.661900
-0.106400,0.549100
0.008200,0.686000
-0.045000,0.686000
-0.808100,0.670200
-0.544400,-0.796300
0.008700,-1.344900
0.148800,-1.316200
-0.001000,-1.562400
-0.341200,-1.314000
-0.011100,-1.408500
-0.002400,-1.130300
-0.006900,-0.896800
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.561100,-0.021600
-0.547500,-0.295100
0.000800,-0.427900
-0.578400,-0.361400
0.225000,-0.924600
0.155400,-0.737900
-0.459600,-0.531000
0.529200,-0.537600
0.830900,-0.478500
-0.972700,-0.483400
-0.975500,-0.301000
0.777500,-0.295200
0.811100,-0.298100
-0.909400,-0.260300
-0.937200,-0.269800
0.156900,0.006700
-0.688000,-0.086900
0.576100,0.125900
-0.008400,0.119900
-0.648300,-0.129700
0.006800,-0.111200
0.008100,0.057200
0.006900,0.057200
0.004100,0.051400
-0.777100,-0.009600
0.003700,0.026500
-0.016500,-0.103500
0.855700,-0.000100
0.014300,0.241600
-0.976700,0.207900
-0.976200,0.209200
0.878100,0.089600
0.869500,0.153700
-0.036700,0.353200
-0.044800,0.319100
-0.045500,0.277100
-0.046400,0.275000
0.004200,0.222100
-0.342300,0.190300
0.001500,-0.006900
0.008200,-0.036900
-0.013600,0.061000
0.026400,-0.125600
0.029600,-0.156000
0.017900,-0.098100
0.017300,-0.098100
0.018300,-0.105900
0.016700,-0.097200
-0.016700,0.086100
-0.017800,0.102400
-0.025300,0.143000
-0.035700,0.182400
-0.044700,0.222600
-0.027100,0.125500
-0.027200,0.125500
-0.051200,0.231400
-0.060800,0.242900
-0.055100,0.217600
-0.047100,0.183500
-0.015800,0.088400
0.037800,0.102800
-0.026400,0.103100
-0.000000,0.000000
0.008800,-0.034100
-0.018300,0.072300
-0.150100,0.065900
-0.010000,0.040000
0.222700,-0.057900
0.022400,-0.089900
0.063300,-0.090600
0.015500,-0.081300
0.010700,-0.056500
0.006000,-0.039300
0.003300,-0.023000
0.011400,-0.088200
-0.005000,0.034700
0.164300,-0.132400
0.016300,-0.112700
0.035600,-0.242600
0.023300,-0.186100
0.023400,-0.160800
-0.124100,-0.423500
-0.241100,-0.380600
-0.489700,-1.381500
-0.583500,-1.504600
-0.023200,-1.813400
-0.063700,-1.546300
-0.629500,-0.860200
-0.008900,-0.990000
0.000300,-0.896700
0.000800,-0.896700
0.002400,-0.896700
0.002900,-0.896700
0.005600,-0.896800
0.000000,0.000000
-0.240300,-0.166000
-0.019800,0.075500
-0.019800,0.089900
-0.033400,0.135700
-0.046800,0.192400
-0.039400,0.167200
-0.021700,0.099400
-0.024200,0.114900
-0.024100,0.114900
0.523900,-0.078600
-0.013200,0.064900
-0.013100,0.064900
0.656100,-0.101200
-0.019100,0.092000
-0.019100,0.092000
-0.024600,0.123900
-0.020300,0.106600
-0.018300,0.098000
-0.018900,0.113400
-0.020700,0.121200
0.955100,-0.540300
0.159100,-0.775000
0.166700,-0.775000
0.246300,-0.548800
0.723100,-0.539800
-0.085700,-0.606300
-0.073200,-0.642900
-0.346300,-0.642900
0.710900,-0.640600
0.400900,-0.636100
0.428100,-0.634600
0.738300,-0.525900
0.069500,-0.435800
0.041400,-0.345500
-0.034400,-0.305900
-0.008500,-0.068000
-0.031600,0.259000
-0.032400,0.259000
-0.042100,0.285500
-0.049100,0.273700
-0.040300,0.225300
-0.040900,0.225300
-0.054600,0.285500
-0.045200,0.218200
-0.368700,0.244900
0.283100,0.216600
0.444400,0.210300
0.650700,0.213200
-0.046400,0.225300
-0.056300,0.222200
-0.057700,0.229600
-0.057500,0.229600
-0.062100,0.227800
-0.055500,0.227900
-0.055200,0.227900
-0.054900,0.227900
-0.054500,0.227900
-0.051900,0.218900
-0.051300,0.218900
-0.036400,0.166900
-0.036200,0.166900
0.510300,0.173700
-0.035200,0.212700
-0.025500,0.139900
0.079600,0.132900
0.103100,0.128000
-0.004700,0.026600
-0.655400,0.014000
0.017400,-0.091100
0.028600,-0.138200
0.038400,-0.178600
0.036300,-0.160200
0.062400,-0.246500
0.040700,-0.155600
0.050700,-0.195900
0.044400,-0.170600
-0.007800,0.030500
0.067400,-0.029400
0.013100,-0.051200
0.010700,-0.042800
0.011000,-0.042900
-0.007600,0.030100
-0.408500,0.025600
-0.021900,0.090900
-0.123300,-0.029800
-0.000900,0.008100
-0.001300,0.008100
0.019200,0.008500
-0.012200,0.065300
-0.012700,0.073200
-0.011000,0.064700
-0.006000,0.039900
-0.007000,0.047900
-0.018200,0.094500
-0.027000,0.187400
-0.050500,0.087100
0.009000,0.020300
0.007700,0.116300
0.116100,0.116400
0.226800,0.874300
-0.026700,1.398000
-0.018400,1.813500
-0.014800,1.326400
-0.010200,1.256900
0.045500,1.194600
-0.009200,1.125000
-0.000900,0.898600
-0.000300,0.896700
0.000100,0.896700
0.005100,0.896800
0.006000,0.896800
0.007900,0.498700
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.080200,0.036100
0.074500,0.038000
0.382600,0.031400
0.007700,-0.029800
0.007700,-0.029800
0.028400,-0.111100
0.014800,-0.061300
0.040700,-0.060800
0.017600,-0.069300
-0.386300,-0.060600
0.008300,-0.036200
0.004800,-0.020000
-0.189400,-0.043700
0.157500,-0.014500
-0.029000,0.113500
-0.029000,0.113500
-0.054300,0.211600
-0.055500,0.105700
-0.022600,0.190300
-0.062300,0.242900
-0.090100,0.383700
-0.087100,0.383700
-0.053900,0.377300
-0.037800,0.348600
-0.038300,0.388300
-0.035000,0.388300
-0.031900,0.427800
-0.008100,0.408300
0.019600,0.255400
0.036800,0.268700
0.044600,0.276000
0.081300,0.348900
0.015600,0.075300
0.047400,0.224000
0.010900,0.049700
0.000000,0.000000
-0.014100,-0.014300
0.000000,0.000000
-0.014000,-0.057200
-0.012600,-0.057200
-0.010700,-0.048700
-0.065200,-0.031700
-0.006800,-0.031700
-0.012000,-0.056000
0.846200,-0.030400
0.772500,-0.071800
-0.027400,-0.136600
-0.024900,-0.150300
-0.025300,-0.157900
-0.023100,-0.149100
-0.022700,-0.149100
-0.022100,-0.156600
-0.019700,-0.147800
-0.012500,-0.112800
-0.224000,-0.121700
-0.001200,-0.066200
-0.005800,-0.065400
-0.007700,-0.023600
-0.001200,-0.015100
0.328700,-0.058000
0.005500,0.029200
0.901900,-0.004000
0.000000,0.000100
0.000000,0.000100
0.000000,0.000100
0.000000,0.000100
-0.621700,-0.086500
0.004000,0.057300
0.005100,0.081600
0.004000,0.064700
0.004100,0.081500
0.004300,0.073000
0.004000,0.072500
0.006500,0.113100
0.006600,0.113100
0.017700,0.227400
0.018100,0.227400
0.013900,0.167200
0.021900,0.231400
0.022300,0.231400
-0.014300,-0.101500
0.575500,-0.190400
0.663600,-0.192900
-0.003300,-0.900900
0.612500,-1.511400
0.005500,-1.584500
-0.470200,-1.102600
0.006500,-0.896800
0.006300,-0.896800
0.006100,-0.896800
0.005800,-0.896800
0.005500,-0.896800
0.005200,-0.896800
-0.074800,-0.847400
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
0.575400,0.031900
0.000000,-0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.001500,-0.072500
0.001100,-0.064000
0.001300,-0.104500
0.013300,-0.112300
-0.001700,-0.118900
-0.009800,-0.203600
-0.014400,-0.211100
-0.016500,-0.202200
-0.028600,-0.275100
-0.041100,-0.306200
-0.052100,-0.313200
-0.053700,-0.313200
-0.068200,-0.300200
-0.069700,-0.307400
-0.071500,-0.307300
-0.056100,-0.232600
-0.040700,-0.158700
-0.029400,-0.112600
-0.118300,-0.144700
-0.037800,-0.144600
-0.037800,-0.144600
-0.022500,-0.086900
-0.003400,-0.012900
0.000000,0.000000
0.017800,0.068700
0.017800,0.068700
0.028300,0.109300
0.054000,0.157200
0.043300,0.168000
0.037800,0.150400
0.038400,0.150400
0.052000,0.207100
0.051500,0.220800
0.052900,0.237100
0.037300,0.201500
0.034900,0.216300
0.030200,0.198400
0.021300,0.202700
0.014100,0.177400
0.012300,0.168600
0.003300,0.108100
0.002800,0.099600
0.006500,0.093100
0.001000,0.073900
0.014300,0.065300
0.000700,0.064800
0.000300,0.064800
-0.000300,0.055600
-0.034500,0.045800
-0.000800,0.046900
0.445300,0.037400
-0.001500,0.061400
-0.000400,0.012000
0.000100,0.012200
0.000900,-0.036500
0.000500,-0.029300
0.000400,-0.029300
0.000300,-0.028900
-0.663800,0.024000
-0.570100,-0.003400
0.557200,-0.322700
-0.027800,-0.591900
-0.103300,-0.729800
-0.133700,-0.702800
-0.152300,-0.622000
-0.131500,-0.562600
-0.136300,-0.516500
0.365700,-0.216000
-0.459300,-0.277300
-0.732800,-0.394900
-0.077400,-0.385000
0.551000,-0.359300
0.461300,-0.345800
-0.021900,-0.320000
-0.004600,-0.161700
-0.001400,-0.152700
0.003800,-0.098300
0.001500,-0.022500
0.000000,0.000000
0.003700,-0.050800
-0.001700,0.024300
-0.002200,0.032000
-0.001500,0.023300
-0.001900,0.031300
-0.001800,0.031000
-0.002000,0.038700
0.082000,-0.018200
0.005100,-0.010100
0.028800,0.063000
0.978200,0.052800
0.000900,0.077300
-0.002000,0.070700
0.004300,0.020400
-0.000000,-0.000000
0.022600,-0.000100
-0.003400,0.045200
-0.000200,0.020400
-0.000100,0.012200
-0.000600,0.036600
-0.000000,-0.000000
0.000000,-0.000000
-0.000300,0.049000
0.917700,-0.011000
0.000000,-0.000200
0.000000,-0.005200
0.000500,-0.000000
0.000000,-0.000000
-0.000300,0.171600
0.000900,0.195400
0.004400,0.259200
0.006500,0.282700
-0.001300,-0.028700
-0.000900,-0.051900
-0.001300,-0.067400
-0.004500,-0.160800
-0.005200,-0.163500
-0.005100,-0.119200
-0.941800,-0.058900
-0.590700,-0.357700
-0.569000,-0.438500
-0.532200,-0.590900
0.181000,-0.816000
0.160000,-0.680900
0.171800,-0.676600
0.107100,-0.580000
0.081000,-0.510900
-0.970200,-0.288600
0.001300,-0.170000
0.808700,-0.237000
-0.004200,-0.225500
-0.981700,-0.223100
-0.006400,-0.099800
-0.004400,-0.057800
-0.003700,-0.049400
-0.000000,0.000000
-0.005500,-0.058600
-0.005100,-0.058600
-0.007500,-0.074500
-0.019300,-0.065900
-0.005900,-0.056900
-0.008900,-0.081200
-0.932400,-0.031900
0.857800,0.090700
0.117300,0.035300
-0.013200,-0.003300
-0.007100,-0.060600
-0.020000,-0.052000
-0.006300,-0.052200
-0.409900,0.168100
0.006400,0.053100
0.018900,0.176100
0.006800,0.101500
0.012000,0.143100
0.179200,0.131600
-0.001200,0.122800
-0.005500,0.111900
-0.002800,0.172500
-0.002300,0.049100
0.842600,0.174000
-0.012000,0.147400
0.590800,0.121700
-0.000000,0.000100
-0.006900,0.090200
-0.012200,0.161000
-0.013600,0.152200
0.005800,0.062700
-0.012000,0.143700
-0.016600,0.200500
0.012000,-0.111700
0.004300,-0.053900
-0.567400,-0.120900
0.053000,-0.282400
0.023200,-0.282400
0.019700,-0.256800
-0.832900,-0.144200
-0.908000,-0.143800
0.001100,-0.009200
0.009100,0.178800
-0.150400,-0.115900
-0.007600,-0.481700
-0.001000,-0.188900
0.005000,0.186700
0.707600,-0.015800
-0.001300,-0.052900
-0.001000,-0.044500
-0.000600,-0.044100
-0.000300,-0.027600
-0.000200,-0.027200
-0.000200,-0.027100
-0.000200,-0.027100
-0.000000,-0.014400
-0.000100,-0.022500
0.000400,-0.243100
-0.016000,-0.063800
0.076800,-0.353300
0.003600,-0.144800
0.001400,-0.041800
0.010100,-0.237500
-0.004300,0.090900
0.006300,-0.130200
0.016000,-0.285100
0.005600,-0.079600
0.013800,-0.211500
-0.003600,0.053500
0.011000,-0.151000
0.009600,-0.125900
0.000900,-0.011700
-0.003500,0.049800
0.004000,-0.067600
0.174200,0.073000
-0.000800,0.112000
-0.004600,0.078600
-0.004500,0.078600
-0.111500,0.078000
-0.004400,0.077900
-0.010100,0.174800
-0.003500,0.004100
-0.003000,0.076500
0.654300,0.048900
-0.002000,0.067000
-0.001600,0.058600
-0.001300,0.056100
-0.000800,0.056200
-0.000800,0.056200
-0.000500,0.039100
0.013600,0.029900
-0.931600,0.004300
-0.000100,0.018300
0.001900,-0.013500
-0.010800,0.010600
-0.000000,0.010800
-0.000000,0.011400
0.588900,0.017400
0.000000,-0.000200
-0.931600,-0.001000
0.000700,-0.000200
-0.212700,0.016200
-0.013200,0.048400
0.206000,0.047700
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.888800,0.003500
-0.010700,-0.204700
-0.004100,-0.061100
-0.003200,-0.044200
-0.002600,-0.035800
-0.003500,-0.043500
-0.005100,-0.059500
-0.004800,-0.051100
-0.007900,-0.083300
-0.008200,-0.083300
-0.012300,-0.115400
-0.012500,-0.106900
-0.013600,-0.106200
-0.017600,-0.113400
-0.018600,-0.112600
-0.018800,-0.112600
-0.016700,-0.106500
-0.015500,-0.086300
-0.029900,-0.141600
-0.023400,-0.107900
-0.025600,-0.115700
-0.020300,-0.090700
-0.020100,-0.071500
-0.013300,-0.053600
-0.004900,-0.020800
-0.004900,-0.020900
-0.007200,-0.039500
0.004400,0.018200
0.070600,0.075200
0.032500,0.132300
0.010200,0.041800
0.019400,0.081800
0.020300,0.088400
0.384700,0.154100
0.061400,0.276200
0.034700,0.190600
0.045700,0.280600
0.041000,0.354900
0.016000,0.383000
0.014900,0.422600
0.008300,0.422600
-0.004500,0.354300
-0.027800,0.384300
-0.058100,0.329000
-0.631500,0.284700
-0.057800,0.285000
-0.054400,0.283000
-0.260000,0.240900
-0.046700,0.241000
-0.047100,0.241000
-0.039900,0.225000
-0.023900,0.165700
-0.002700,0.015700
-0.009600,0.056500
-0.023300,0.143000
-0.018200,0.125700
-0.011800,0.107800
-0.015300,0.107700
-0.021200,0.148800
0.027000,0.360200
-0.049900,0.407800
0.079800,0.242900
0.771100,-0.000100
0.300700,0.040800
0.611000,0.063200
0.052400,0.408700
0.030600,0.333500
0.061000,0.676900
0.002900,0.912600
-0.001700,0.906000
-0.003100,0.910900
-0.003500,0.910900
-0.003900,0.910900
-0.477600,1.199800
0.412200,1.158100
-0.150000,1.420400
-0.064500,1.571400
0.105600,1.366100
0.096300,1.429700
0.106600,1.429800
0.117100,1.187600
-0.852200,1.667400
0.020600,1.686200
-0.117000,1.690900
-0.910400,1.300000
-0.556700,1.545200
0.669300,1.489700
-0.058900,1.383600
-0.644800,1.302600
0.029500,1.390100
-0.064400,1.207700
0.012800,0.900900
0.008100,0.905700
-0.333800,0.911800
0.000800,0.900000
-0.402500,0.907100
-0.575400,0.940600
0.053400,0.907200
-0.070200,0.906500
0.048200,0.907900
0.089900,0.662800
0.293700,0.626400
-0.019300,0.398700
-0.017900,0.398700
0.665900,0.472800
-0.000600,0.123200
0.203200,-0.142800
-0.570700,-0.359700
0.968500,-0.375000
0.001000,-0.204600
0.076900,-0.326600
0.064400,-0.256800
0.065600,-0.256800
0.014700,-0.056900
0.016800,-0.064800
0.016700,-0.064800
0.014600,-0.056400
-0.000000,0.000000
0.050400,-0.049200
0.058100,-0.049200
-0.040000,0.155300
-0.033000,0.130200
-0.033500,0.130200
-0.016000,0.062800
-0.030300,0.119800
-0.036500,0.184300
-0.045700,0.184200
-0.037900,0.157900
-0.042900,0.181900
-0.005400,0.155400
-0.028500,0.130600
-0.027900,0.130600
-0.029100,0.138300
-0.030800,0.161300
-0.056900,0.095200
-0.013300,0.077000
-0.000000,0.000000
-0.000000,0.000000
0.001400,-0.008100
-0.006800,0.040800
-0.006800,0.040800
-0.013200,0.081100
-0.008800,0.056300
-0.009900,0.064200
-0.000700,0.029000
-0.004600,0.030800
-0.005800,0.038800
-0.013500,0.103100
-0.010600,0.085900
-0.020000,0.060100
0.007500,0.051400
-0.006100,0.059200
-0.007100,0.075000
0.001800,0.031400
0.000700,-0.007900
0.002800,-0.032300
0.001300,-0.015600
-0.000100,0.008200
-0.002400,0.008200
-0.000800,0.008100
-0.618700,-0.078600
-0.000900,0.008900
-0.561400,-0.020300
0.193900,0.009200
-0.000900,0.009500
-0.003300,0.042000
0.001600,-0.022800
0.000000,0.000000
0.005500,-0.073500
0.014800,-0.203400
0.019900,-0.234500
0.026200,-0.265500
0.293800,-0.560200
0.084500,-0.606700
0.522700,-0.566300
-0.021800,-0.657200
0.075000,-0.537700
-0.135800,-0.722200
0.306100,-1.208300
-0.499400,-0.784800
0.003000,-0.943700
0.839100,-1.108900
-0.262900,-1.349600
0.058500,-1.477300
-0.009700,-1.137700
-0.001600,-1.012300
0.003200,-0.007500
-0.000900,0.006500
-0.002600,0.014700
-0.002100,0.014600
-0.014600,0.089200
-0.005500,0.045200
-0.006700,0.053100
0.024800,0.036000
-0.003900,0.035800
-0.000400,0.033500
-0.496900,-0.044000
-0.546100,-0.001100
-0.390800,-0.093500
-0.004100,0.038800
0.005800,-0.051100
-0.151000,-0.133500
0.008400,-0.032300
-0.822000,-0.048500
0.023800,-0.150300
0.026400,-0.157900
0.034100,-0.176900
0.056100,-0.258600
0.048300,-0.207600
0.035700,-0.140600
0.080200,-0.328100
0.087600,-0.351500
0.088400,-0.351500
0.078400,-0.309300
0.078800,-0.309300
0.073400,-0.283700
0.073600,-0.283700
0.086700,-0.330600
0.086800,-0.330600
0.088700,-0.337600
0.062600,-0.237100
0.061700,-0.237100
0.062700,-0.256600
0.053300,-0.238400
0.039300,-0.187900
0.047100,-0.188400
0.023100,-0.121200
0.020200,-0.128000
0.167700,-0.055700
-0.814500,-0.070000
0.006400,-0.062400
0.014900,-0.061500
0.002500,-0.033100
0.003000,-0.041000
-0.001800,0.025100
-0.001100,0.016900
-0.001000,0.016700
-0.003500,0.057500
0.841800,0.002900
-0.018600,-0.097800
0.000600,-0.896800
-0.474800,-1.192800
-0.029500,-1.813600
-0.028200,-1.813600
-0.026900,-1.813600
-0.005100,-1.586000
0.002600,-1.418400
0.005400,-1.361900
0.274600,-1.558400
0.340000,-1.565000
0.613200,-1.512700
0.283000,-1.702200
0.183400,-1.813600
0.061900,-1.813600
-0.228900,-1.737100
-0.426500,-1.780800
-0.412900,-1.780800
-0.286400,-1.780800
-0.043700,-1.674600
-0.549700,-1.467400
0.058500,-1.661500
-0.266000,-1.603600
0.192400,-1.311100
0.263900,-1.183800
0.172300,-1.117300
0.177700,-0.883800
0.170000,-0.883800
0.096500,-0.790700
-0.384800,-0.811300
-0.017600,-0.573400
-0.034700,-0.463100
-0.071800,-0.539000
-0.028200,-0.631700
-0.745000,-0.519100
-0.396700,-0.307600
0.355900,-0.202600
-0.015800,-0.518800
-0.790100,-0.519000
-0.852700,-0.133400
-0.803700,0.034100
0.901000,0.016900
-0.501100,0.355200
0.703700,0.108100
0.289400,0.252300
-0.132400,0.608100
0.397000,0.629900
0.196200,0.775400
0.004600,0.474400
0.000600,0.474400
-0.010200,0.431800
-0.030600,0.386000
-0.039400,0.425600
-0.056000,0.425500
-0.041200,0.227000
-0.049500,0.241600
-0.010500,0.039200
-0.009100,0.039400
-0.003400,0.014600
-0.012900,0.055400
-0.003400,0.014300
0.010100,-0.042900
0.010000,-0.042900
0.016600,-0.067300
-0.004700,0.022900
0.007900,-0.034400
0.013500,-0.058700
0.018900,-0.083000
0.032400,-0.147600
0.033300,-0.155200
