,Time,LinearA,AngularV
116,317292000000,-0.0391,-0.1513
117,317327000000,-0.0225,-0.0925
118,317777000000,-0.0045,-0.0115
119,317892000000,0.0074,0.0294
120,318087000000,0.0157,0.0619
121,318207000000,0.0219,0.0862
122,318292000000,0.1479,-0.0607
123,318367000000,-0.0426,0.049
124,318402000000,0.0431,-0.0777
125,318587000000,0.0401,0.1566
126,318897000000,0.0401,0.1554
127,319027000000,0.0505,0.1957
128,319067000000,0.0503,0.1868
129,319142000000,0.0482,0.1869
130,319177000000,-0.0869,-0.0098
131,319217000000,-0.0039,-0.0224
132,319742000000,0.0307,0.1269
133,319777000000,0.3196,0.1508
134,320392000000,0.0517,0.221
135,320427000000,0.0513,0.221
136,320552000000,0.0479,0.2121
137,320747000000,0.1372,0.1943
138,320787000000,0.026,0.1389
139,320947000000,0.0437,0.212
140,321597000000,0.0356,0.2397
141,321632000000,0.0348,0.2397
142,321672000000,0.0349,0.2305
143,321707000000,0.0317,0.2306
144,322022000000,0.0217,0.2036
145,322142000000,0.0185,0.1947
146,322227000000,0.0163,0.1857
147,322342000000,0.0137,0.1768
148,322747000000,0.0065,0.1416
149,323627000000,-0.0,0.0725
150,324292000000,-0.0009,0.0468
151,324447000000,0.0,0.0
152,324622000000,0.0004,-0.0244
153,324912000000,0.0002,-0.016
154,325052000000,0.0003,-0.0241
155,325087000000,0.0003,-0.0241
156,325327000000,0.0003,-0.0241
157,325402000000,0.0002,-0.0241
158,325472000000,0.003,-0.0321
159,325507000000,0.0003,-0.032
160,325612000000,-0.7291,-0.0286
161,325687000000,0.0001,-0.0236
162,326417000000,0.0001,-0.0152
163,326547000000,-0.0,-0.007
164,326727000000,-0.0003,-0.0477
165,326802000000,-0.7813,-0.038
166,326882000000,0.0038,-0.0358
167,326917000000,-0.0003,-0.0358
168,326992000000,-0.0004,-0.0437
169,327262000000,-0.0001,-0.0106
170,327707000000,0.0003,0.0224
171,328362000000,-0.0199,-0.3319
172,328742000000,-0.0353,-0.3761
173,329192000000,-0.3387,-0.8166
174,329527000000,0.0008,-1.323
175,329687000000,-0.5878,-1.4152
176,330102000000,0.7548,-1.2817
177,330257000000,0.1088,-1.1388
178,330337000000,0.5679,-1.1008
179,330372000000,0.1223,-1.1103
180,331067000000,0.0677,-0.905
181,331472000000,-0.0084,-0.9128
182,331622000000,0.8986,-0.9126
183,332217000000,0.3026,-0.3815
184,332382000000,0.2263,-0.1981
185,332537000000,0.0644,-0.1311
186,332582000000,0.2009,0.0128
187,332692000000,0.017,0.0948
188,332912000000,0.647,0.4864
189,333157000000,0.0915,0.4836
190,333192000000,0.0927,0.5064
191,333507000000,-0.0333,0.3834
192,333807000000,0.0391,0.4513
193,333917000000,0.0174,0.4743
194,334137000000,-0.0071,0.471
195,334722000000,-0.0572,0.4313
196,334912000000,-0.0583,0.3582
197,334987000000,-0.0621,0.3582
198,335177000000,-0.0826,0.414
199,335272000000,-0.072,0.3391
200,335312000000,-0.0762,0.3556
201,335437000000,-0.0818,0.3625
202,335527000000,-0.0937,0.4022
203,335642000000,-0.0989,0.409
204,335732000000,-0.0989,0.3994
205,335997000000,-0.0974,0.3803
206,336032000000,-0.0951,0.3708
207,336307000000,-0.0862,0.3423
208,336522000000,-0.0792,0.3236
209,336907000000,-0.0635,0.2867
210,337302000000,-0.0387,0.2013
211,337537000000,-0.035,0.1998
212,337587000000,-0.0355,0.2072
213,337627000000,-0.0348,0.2072
214,337707000000,-0.0344,0.1818
215,338452000000,-0.0067,0.0555
216,338622000000,-0.0027,0.0223
217,338847000000,0.0029,-0.0245
218,339162000000,-0.0103,0.0941
219,339277000000,0.0056,-0.0478
220,339352000000,-0.6212,-0.0425
221,339707000000,0.007,-0.0443
222,340002000000,-0.0186,-0.1498
223,340112000000,0.0193,-0.1409
224,340187000000,0.0167,-0.1159
225,340267000000,0.0173,-0.1159
226,340342000000,0.0156,-0.1072
227,340417000000,0.0227,-0.14
228,340527000000,0.0213,-0.1313
229,340802000000,0.0165,-0.1543
230,340837000000,0.028,-0.1542
231,340882000000,0.0284,-0.1542
232,341177000000,0.0389,-0.1844
233,341212000000,0.037,-0.1844
234,341282000000,0.0322,-0.1592
235,341352000000,0.0332,-0.1592
236,341507000000,0.027,-0.1254
237,341597000000,0.0274,-0.1254
238,341632000000,0.0365,-0.1658
239,341757000000,0.0317,-0.1406
240,341802000000,0.0336,-0.1483
241,341987000000,0.0227,-0.0982
242,342067000000,0.023,-0.0982
243,342337000000,0.0334,-0.1374
244,343177000000,0.0387,-0.1497
245,343327000000,0.0301,-0.1159
246,343507000000,0.0342,-0.1313
247,343777000000,0.0298,-0.1141
248,344057000000,0.023,-0.0883
249,344387000000,0.0014,0.0
250,344427000000,-0.0149,0.0599
251,344502000000,0.0038,0.0001
252,344552000000,0.0,-0.0
253,344587000000,0.0089,-0.03
254,344847000000,0.002,-0.0076
255,344887000000,0.002,-0.0076
256,344962000000,0.0041,-0.0157
257,344997000000,0.0041,-0.0157
258,345072000000,-0.0065,0.0252
259,345217000000,-0.0063,0.0245
260,345337000000,-0.0127,0.0489
261,346452000000,0.0012,0.1243
262,346757000000,-0.0079,0.0378
263,347042000000,-0.018,0.096
264,347087000000,-0.018,0.096
265,347227000000,-0.0124,0.0699
266,347742000000,0.0028,-0.0187
267,348362000000,0.0145,-0.0998
268,348397000000,0.0996,-0.2985
269,348552000000,0.0973,-0.5493
270,348597000000,0.0985,-0.5751
271,348672000000,-0.1052,-0.4521
272,348707000000,-0.2447,-0.2435
273,348777000000,-0.2223,-0.4217
274,348912000000,-0.3965,-0.5535
275,348947000000,0.0851,-0.8034
276,349022000000,-0.8682,-0.816
277,349057000000,-0.8894,-0.8356
278,349142000000,0.0212,-0.9037
279,349287000000,-0.0005,-1.105
280,349327000000,0.0022,-1.0063
281,349752000000,0.0474,-1.6912
282,349897000000,0.0716,-1.6027
283,349932000000,0.0731,-1.6027
284,350007000000,0.0434,-1.2683
285,350487000000,-0.6249,-0.951
286,350842000000,-0.023,-0.9145
287,351472000000,-0.1716,-0.42
288,351542000000,0.0821,-0.3206
289,351832000000,0.0423,-0.1629
290,351907000000,0.0358,-0.1378
291,351942000000,0.0358,-0.1378
292,351982000000,0.0477,-0.1781
293,352027000000,0.0465,-0.1781
294,352852000000,0.0239,-0.0926
295,352922000000,0.0239,-0.0926
296,353022000000,0.0216,-0.0841
297,353062000000,0.0216,-0.0841
298,353137000000,0.0216,-0.0841
299,353327000000,0.0234,-0.0919
300,353397000000,0.0004,-0.0016
301,353587000000,0.0074,-0.029
302,353662000000,-0.0,0.0
303,354532000000,-0.0185,0.073
304,354647000000,-0.0123,0.0482
305,354682000000,-0.0123,0.0482
306,355332000000,0.0005,-0.0712
307,355482000000,-0.01,0.0388
308,355667000000,-0.0268,0.1095
309,355707000000,0.0654,0.1043
310,355877000000,-0.0281,0.1087
311,355927000000,-0.0301,0.1165
312,355977000000,-0.0301,0.1165
313,356017000000,-0.0302,0.1165
314,356102000000,-0.0466,0.1808
315,356297000000,-0.0234,0.0904
316,356332000000,-0.0234,0.0904
317,356642000000,-0.0437,0.1711
318,356682000000,-0.0436,0.1711
319,357477000000,-0.0351,0.1585
320,357757000000,-0.0367,0.1635
321,357867000000,-0.0375,0.1711
322,358342000000,-0.0314,0.161
323,358477000000,-0.0322,0.1686
324,358517000000,-0.0312,0.1686
325,358557000000,-0.0338,0.185
326,358592000000,-0.0333,0.185
327,359297000000,-0.0168,0.1246
328,359827000000,-0.0128,0.1226
329,359907000000,-0.0114,0.1139
330,360232000000,-0.0104,0.0816
331,360797000000,-0.0021,0.0293
332,360832000000,-0.0006,0.0175
333,361082000000,0.0037,-0.0446
334,361162000000,0.002,-0.0281
335,361267000000,0.0002,-0.0034
336,361312000000,0.0002,-0.0034
337,361517000000,0.0009,-0.0115
338,361802000000,0.0027,-0.0359
339,362057000000,0.0014,-0.0194
340,362222000000,0.0002,-0.0028
341,362462000000,0.0027,-0.0353
342,362537000000,0.0022,-0.0271
343,362622000000,-0.0013,0.0136
344,362732000000,0.0009,-0.0109
345,362882000000,0.0007,-0.0081
346,363062000000,0.0,0.0
347,363307000000,0.9639,-0.0139
348,363382000000,-0.3246,-0.0195
349,363462000000,-0.0005,0.008
350,363612000000,-0.0025,0.0296
351,363877000000,-0.0011,0.0208
352,364002000000,-0.0023,0.0289
353,364092000000,-0.0022,0.0289
354,364162000000,-0.0028,0.0369
355,364352000000,-0.0021,0.0285
356,364387000000,-0.0026,0.0365
357,364527000000,-0.0031,0.0445
358,364562000000,-0.003,0.0445
359,364607000000,-0.0024,0.036
360,364647000000,-0.0024,0.036
361,364682000000,-0.0031,0.044
362,364722000000,-0.0029,0.044
363,365052000000,-0.0021,0.0352
364,365167000000,0.0381,0.0763
365,365767000000,-0.5196,0.0728
366,365972000000,-0.0015,0.057
367,366007000000,-0.8873,0.0526
368,366172000000,-0.0012,0.0573
369,366862000000,0.0013,0.0498
370,366977000000,0.68,0.0705
371,367122000000,-0.001,0.0414
372,367157000000,0.0002,0.0414
373,367197000000,0.0001,0.033
374,367312000000,0.0003,0.041
375,367347000000,0.0003,0.041
376,367427000000,-0.0012,0.1144
377,367957000000,0.0021,0.0874
378,368342000000,0.0148,0.3389
379,368417000000,0.0206,0.4277
380,368597000000,0.0195,0.2307
381,368637000000,0.023,0.3262
382,368957000000,0.0354,0.3636
383,369137000000,-0.3602,0.5267
384,369187000000,0.2734,0.7634
385,369302000000,0.3443,0.5782
386,369507000000,0.2538,0.0421
387,369892000000,-0.011,1.4221
388,370012000000,-0.4709,1.803
389,370167000000,0.0001,1.8065
390,370607000000,0.0106,1.1688
391,370847000000,0.0079,0.9378
392,371072000000,0.0068,0.8968
393,371217000000,0.006,0.8967
394,371347000000,0.0049,0.8967
395,371497000000,0.0034,0.8967
396,371972000000,-0.0,0.0
397,372432000000,-0.0012,0.0862
398,372702000000,0.0007,-0.0362
399,372907000000,0.0016,-0.0687
400,372982000000,0.3455,-0.044
401,373177000000,0.0055,-0.1576
402,373497000000,0.6746,-0.0537
403,373532000000,0.0094,-0.1416
404,373617000000,-0.6312,-0.1622
405,373997000000,0.7055,-0.1927
406,374277000000,0.6962,-0.266
407,374312000000,-0.4836,-0.3415
408,374347000000,-0.4842,-0.5108
409,374397000000,0.7178,-0.237
410,374687000000,0.0777,-0.3634
411,374832000000,0.6667,-0.3117
412,375117000000,0.1124,-0.4379
413,375227000000,0.1102,-0.4229
414,375422000000,0.1094,-0.4361
415,375457000000,0.1899,-0.5665
416,375577000000,0.4826,-0.4569
417,375972000000,0.1933,-0.524
418,376147000000,0.0943,-0.4811
419,376262000000,0.0879,-0.5039
420,376297000000,0.0907,-0.543
421,376822000000,0.0209,-0.4931
422,377322000000,-0.0313,-0.4293
423,377522000000,-0.0505,-0.436
424,378022000000,-0.0662,-0.3391
425,378132000000,-0.0506,-0.3153
426,378167000000,-0.0606,-0.2876
427,378247000000,-0.0626,-0.2876
428,378792000000,-0.0503,-0.2016
429,378832000000,-0.0508,-0.2016
430,378872000000,-0.1361,-0.1434
431,379017000000,-0.0526,-0.2166
432,379292000000,-0.0323,-0.1248
433,379902000000,0.0059,0.0228
434,380097000000,0.0059,0.0229
435,380437000000,0.0373,0.1447
436,380557000000,0.0182,0.0706
437,380592000000,0.0207,0.0803
438,380707000000,0.0389,0.1537
439,380777000000,0.0392,0.1536
440,381047000000,0.0464,0.1851
441,381297000000,0.0442,0.1833
442,381887000000,0.0396,0.1792
443,381922000000,0.0394,0.1792
444,382332000000,0.0365,0.1854
445,382597000000,0.0229,0.1176
446,383362000000,0.0271,0.2188
447,384157000000,0.007,0.1418
448,384192000000,0.0054,0.1298
449,384262000000,0.0048,0.1505
450,384432000000,0.0042,0.0797
451,384577000000,0.0249,0.1857
452,384692000000,0.0016,0.0948
453,384837000000,0.0009,0.0862
454,385092000000,0.0025,0.249
455,385167000000,-0.5538,0.1995
456,385312000000,-0.0009,0.1176
457,385422000000,-0.0006,0.0598
458,385567000000,-0.0007,0.0592
459,385857000000,-0.0007,0.0425
460,385897000000,-0.0006,0.0341
461,385937000000,-0.0006,0.0341
462,386587000000,0.0028,0.8969
463,386627000000,0.0033,0.8969
464,386817000000,0.0108,1.2383
465,387222000000,0.0072,0.8968
466,387737000000,0.0036,0.8967
467,387787000000,0.0031,0.8967
468,387957000000,-0.6923,0.6247
469,387992000000,-0.6933,0.3248
470,388397000000,-0.0,0.0
471,388632000000,-0.8774,0.0133
472,388747000000,-0.8873,0.027
473,388862000000,0.002,-0.0717
474,389067000000,0.0407,-0.0293
475,389692000000,-0.0,-0.0
476,389727000000,0.0,-0.0
477,390027000000,0.001,-0.0243
478,390137000000,0.0014,-0.0323
479,390492000000,0.0007,-0.0155
480,390527000000,0.0007,-0.0155
481,390607000000,0.0003,-0.0073
482,391097000000,-0.0019,0.0486
483,391407000000,-0.0013,0.0397
484,391592000000,-0.0011,0.0393
485,391642000000,-0.0011,0.0393
486,391982000000,-0.0013,0.1196
487,392017000000,-0.0011,0.1196
488,392747000000,-0.8758,0.1571
489,393057000000,0.0163,0.1648
490,393497000000,0.0368,0.2558
491,393587000000,0.0431,0.2795
492,394177000000,0.044,0.2183
493,394522000000,0.0385,0.1748
494,394562000000,0.0443,0.2006
495,394827000000,0.0306,0.1484
496,395097000000,0.0197,0.0824
497,395257000000,0.3486,0.1329
498,395527000000,-0.0187,-0.0813
499,395697000000,0.8023,0.012
500,395862000000,-0.0268,-0.111
501,395932000000,-0.0148,-0.1687
502,396067000000,-0.0329,-0.1423
503,396192000000,-0.0413,-0.1827
504,397012000000,-0.0407,-0.2667
505,397322000000,-0.0335,-0.256
506,397967000000,-0.0043,-0.2197
507,398187000000,-0.0044,-0.19
508,398237000000,-0.0035,-0.19
509,398272000000,-0.4608,-0.246
510,398307000000,-0.5593,-0.373
511,398502000000,0.0221,-0.5728
512,398537000000,0.0869,-0.5297
513,399037000000,-0.6711,-0.0611
514,399077000000,-0.8508,-0.0911
515,399447000000,0.1063,-0.6289
516,399522000000,0.1159,-0.6185
517,399637000000,0.4414,-0.5589
518,400027000000,0.1256,-0.4904
519,400372000000,0.0779,-0.3921
520,400412000000,0.0893,-0.4058
521,400792000000,0.09,-0.3743
522,400877000000,0.6795,-0.3612
523,401002000000,0.078,-0.3523
524,401147000000,0.0752,-0.3566
525,401182000000,-0.1051,-0.3008
526,401332000000,-0.0575,-0.2915
527,401547000000,0.766,-0.3056
528,401657000000,0.0224,-0.1901
529,402012000000,0.008,-0.0978
530,402177000000,0.6237,-0.1244
531,402437000000,-0.7871,0.075
532,402627000000,-0.0119,0.154
533,403097000000,-0.0281,0.2729
534,403217000000,-0.0251,0.2311
535,403632000000,-0.5172,0.1691
536,403707000000,0.0,0.0
537,403957000000,0.3765,0.8795
538,404312000000,0.019,1.8136
539,404397000000,0.0116,1.8136
540,404437000000,-0.0782,1.7504
541,404642000000,-0.499,1.4565
542,405362000000,-0.0067,0.8968
543,405497000000,-0.0059,0.8967
544,405622000000,-0.0048,0.8967
545,405812000000,-0.0027,0.8967
546,405942000000,0.0532,0.7609
547,406692000000,0.0009,0.1732
548,406772000000,-0.0002,0.1317
549,407232000000,-0.1969,0.0485
550,407437000000,0.0633,-0.0573
551,407727000000,0.2456,-0.0579
552,407887000000,0.0011,-0.0914
553,408117000000,-0.0001,-0.1233
554,408157000000,-0.0003,-0.1146
555,408197000000,-0.0006,-0.1146
556,408397000000,0.5979,-0.037
557,408437000000,-0.97,-0.0922
558,408772000000,0.6083,0.0149
559,408852000000,-0.6398,0.0354
560,408937000000,-0.9688,-0.0267
561,409012000000,0.0402,-0.101
562,409147000000,-0.0035,-0.1264
563,409377000000,-0.0036,-0.093
564,409842000000,-0.3771,0.0043
565,410242000000,-0.0016,-0.0327
566,410322000000,-0.0025,-0.0326
567,411027000000,0.0013,0.024
568,411222000000,0.0043,0.0811
569,411647000000,0.0054,0.1848
570,411937000000,-0.0525,0.191
571,411982000000,-0.001,0.191
572,412612000000,-0.0134,0.186
573,412652000000,-0.0174,0.2263
574,412722000000,-0.019,0.2263
575,412877000000,-0.0241,0.2412
576,412962000000,-0.9529,0.193
577,413567000000,-0.071,0.1774
578,413717000000,-0.0506,0.2837
579,414127000000,-0.0409,0.1926
580,414307000000,-0.061,0.2729
581,414352000000,-0.0298,0.2105
582,414677000000,-0.0694,0.2857
583,414827000000,-0.0771,0.3092
584,414872000000,0.1353,0.2509
585,414907000000,-0.0717,0.3
586,414942000000,0.0857,0.2642
587,415102000000,-0.062,0.2417
588,415277000000,-0.0744,0.2891
589,415457000000,-0.076,0.2963
590,416392000000,-0.0513,0.2376
591,416427000000,-0.0507,0.2376
592,416542000000,-0.0442,0.2195
593,416587000000,-0.0445,0.2196
594,416697000000,-0.0441,0.2269
595,416852000000,-0.038,0.2089
596,416887000000,-0.0376,0.2089
597,417792000000,-0.0116,0.0899
598,417827000000,-0.0115,0.0899
599,418032000000,-0.0068,0.0564
600,418067000000,0.0041,0.0643
601,418102000000,-0.0076,0.0642
602,418392000000,-0.0026,0.0226
603,418467000000,0.0077,0.1198
604,418837000000,0.0076,-0.0666
605,419257000000,0.0213,-0.1557
606,419332000000,0.03,-0.1431
607,419572000000,0.0253,-0.1623
608,419912000000,0.0325,-0.1854
609,420627000000,0.0609,-0.2703
610,420817000000,0.0773,-0.3266
611,420922000000,0.053,-0.2191
612,421622000000,0.0818,-0.3111
613,422612000000,0.0401,-0.1865
614,423317000000,0.0324,-0.1722
615,423672000000,-0.8165,-0.1515
616,423897000000,0.0164,-0.1288
617,424137000000,-0.8389,-0.1196
618,424172000000,-0.6432,-0.1112
619,424207000000,0.0104,-0.1113
620,424317000000,0.0091,-0.1041
621,424352000000,0.0089,-0.0953
622,424427000000,0.0079,-0.0954
623,424482000000,0.0087,-0.1031
624,424862000000,0.0051,-0.0872
625,424977000000,0.0016,-0.0295
626,425062000000,-0.0,0.0001
627,425482000000,-0.0124,0.1906
628,425552000000,-0.0133,0.1982
629,425592000000,-0.0139,0.1982
630,425922000000,-0.0716,0.7758
631,426072000000,-0.726,0.3158
632,426112000000,-0.4801,0.5239
633,426577000000,-0.1344,1.2761
634,426662000000,0.0295,1.3117
635,426712000000,0.5733,1.2518
636,426867000000,0.3184,1.6246
637,426902000000,0.0493,1.6259
638,426937000000,0.0369,1.6259
639,427872000000,-0.5478,1.1308
640,428107000000,-0.5379,1.093
641,428342000000,0.029,0.5773
642,428437000000,-0.5589,0.2456
643,428517000000,-0.8463,0.2836
644,428587000000,-0.4937,0.4638
645,428737000000,0.48,0.2671
646,428857000000,-0.4785,0.3071
647,429002000000,0.007,0.9198
648,429162000000,0.0195,0.7947
649,429207000000,0.0073,0.9018
650,429332000000,0.0071,0.8968
651,429437000000,0.0067,0.8967
652,429602000000,0.0056,0.8967
653,432302000000,-0.0159,-0.1593
654,432382000000,-0.0141,-0.1505
655,432787000000,-0.0086,-0.1317
656,433672000000,-0.0014,-0.0704
657,433827000000,-0.0009,-0.0619
658,434367000000,0.0013,-0.1047
659,434452000000,0.0005,-0.1047
660,434747000000,0.0013,-0.0626
661,434822000000,0.0012,-0.0626
662,435007000000,0.0016,-0.062
663,435512000000,0.0,-0.0016
664,435657000000,-0.0001,-0.0
665,435842000000,0.0,-0.0
666,436222000000,-0.0005,-0.0
667,436257000000,-0.886,-0.0049
668,436327000000,-0.0002,0.0081
669,436362000000,-0.0002,0.0081
670,436512000000,-0.0002,0.0081
671,436732000000,-0.1814,0.0081
672,437342000000,0.0017,0.0165
673,437462000000,-0.0001,0.009
674,437502000000,0.1159,-0.0283
675,437597000000,0.0004,-0.0319
676,437672000000,0.0005,-0.0398
677,437842000000,0.0004,-0.0317
678,438117000000,0.0004,-0.0232
679,438232000000,0.0002,-0.0149
680,438432000000,0.0,-0.0
681,438512000000,0.0,-0.0
682,438587000000,0.0,-0.0
683,438702000000,-0.8844,0.004
684,438772000000,0.0001,-0.0045
685,438882000000,0.5331,0.0141
686,438992000000,0.0024,0.0188
687,439377000000,0.0002,-0.0081
688,439492000000,0.0013,-0.0407
689,439567000000,0.0014,-0.0407
690,439717000000,-0.6149,-0.0391
691,439972000000,0.9728,-0.0283
692,440312000000,0.9738,-0.0223
693,440387000000,-0.0004,-0.0216
694,440427000000,0.0006,-0.0216
695,440677000000,0.0072,-0.0294
696,440802000000,0.0006,-0.0211
697,440837000000,0.0006,-0.0211
698,440877000000,-0.8854,-0.0152
699,441112000000,-0.2727,0.0
700,441157000000,0.0,-0.0
701,441482000000,-0.0006,0.0244
702,441857000000,-0.0008,0.0321
703,442162000000,0.0003,-0.009
704,442317000000,0.0002,-0.0089
705,442677000000,0.5886,0.0075
706,443157000000,0.0031,-0.0879
707,443462000000,0.0009,-0.022
708,443537000000,0.0006,-0.0137
709,443572000000,0.0393,0.0273
710,443687000000,-0.0011,0.0271
711,443802000000,-0.6362,0.0801
712,443882000000,-0.0005,0.0101
713,443957000000,0.0003,-0.0091
714,443992000000,0.0008,0.0155
715,444042000000,-0.0006,0.0154
716,444202000000,-0.0011,0.0316
717,444237000000,-0.0011,0.0316
718,444377000000,0.8671,0.0172
719,444432000000,0.6087,-0.2419
720,444517000000,0.617,-0.6397
721,444782000000,-0.7391,-0.805
722,444857000000,-0.0036,-1.0084
723,445007000000,0.3769,-0.9485
724,445377000000,0.007,-0.8968
725,445577000000,0.006,-0.8968
726,445902000000,0.0027,-0.8968
727,446097000000,0.0024,0.1116
728,446142000000,0.0,-0.0
729,446307000000,-0.0,-0.0
730,446347000000,0.0,0.0
731,446497000000,0.8821,0.0575
732,446572000000,0.8693,0.1126
733,446612000000,0.8788,0.1222
734,447157000000,0.0035,-0.0992
735,447337000000,0.0022,-0.0829
736,447522000000,0.0014,-0.0743
737,447817000000,0.0005,-0.0572
738,448952000000,-0.0003,-0.0225
739,449292000000,-0.0004,-0.0223
740,449477000000,-0.0001,-0.0058
741,449517000000,-0.0001,-0.0058
742,450027000000,-0.0009,-0.0294
743,450237000000,0.0323,-0.0702
744,450272000000,-0.0025,-0.0702
745,451257000000,0.0009,0.0139
746,451292000000,0.0009,0.0139
747,451687000000,-0.0001,-0.0021
748,451887000000,-0.0098,-0.1263
749,451962000000,-0.0098,-0.1263
750,452367000000,-0.0037,-0.0405
751,452497000000,0.0016,0.0168
752,452952000000,0.0034,0.0408
753,453117000000,0.0079,0.0979
754,453267000000,0.0095,0.1299
755,453357000000,0.0092,0.1376
756,453397000000,0.0088,0.1376
757,453552000000,0.0086,0.1692
758,453772000000,0.005,0.1516
759,454737000000,0.3368,0.1248
760,454942000000,0.6392,0.1744
761,454982000000,-0.0046,0.1398
762,455062000000,-0.0053,0.1398
763,455227000000,-0.0057,0.1312
764,455802000000,-0.0052,0.086
765,455837000000,-0.5435,0.1329
766,455947000000,-0.0089,0.1487
767,456097000000,-0.6096,-0.0386
768,456137000000,0.0394,0.1236
769,456182000000,-0.007,0.1237
770,456267000000,-0.0066,0.1151
771,456492000000,-0.0048,0.0977
772,456527000000,-0.0064,0.0977
773,456727000000,-0.0057,0.0815
774,456767000000,-0.004,0.0567
775,457187000000,0.5963,-0.1576
776,458042000000,0.5895,-0.977
777,458257000000,-0.1862,-1.1235
778,458422000000,-0.1653,-0.9969
779,458587000000,-0.1776,-0.9034
780,458622000000,-0.1761,-0.9035
781,458657000000,-0.175,-0.9034
782,458767000000,-0.1268,-0.8879
783,459037000000,-0.1024,-0.7177
784,459072000000,-0.5022,-0.71
785,459152000000,-0.5483,-0.478
786,459292000000,-0.0647,-0.5112
787,459562000000,-0.0238,-0.3016
788,460277000000,0.0006,-0.1339
